# my-scanner decisions v1
# src: samples/synthetic/cn-dense.ts
# sha256: e9efdc654123d0729d91cdc33bfe6219c119566c4589f174dc88678294ee9558
# tsc: 6.0.3
D tpl 381 385 197 201
D tpl 387 389 203 205
D tpl 969 973 543 547
D tpl 975 977 549 551
D tpl 1557 1561 889 893
D tpl 1563 1565 895 897
D tpl 2166 2170 1242 1246
D tpl 2172 2174 1248 1250
D tpl 2799 2803 1603 1607
D tpl 2805 2807 1609 1611
D tpl 3393 3397 1951 1955
D tpl 3399 3401 1957 1959
D tpl 3981 3985 2297 2301
D tpl 3987 3989 2303 2305
D tpl 4569 4573 2643 2647
D tpl 4575 4577 2649 2651
D tpl 5178 5182 2996 3000
D tpl 5184 5186 3002 3004
D tpl 5811 5815 3357 3361
D tpl 5817 5819 3363 3365
D tpl 6406 6410 3706 3710
D tpl 6412 6414 3712 3714
D tpl 6995 6999 4053 4057
D tpl 7001 7003 4059 4061
D tpl 7584 7588 4400 4404
D tpl 7590 7592 4406 4408
D tpl 8194 8198 4754 4758
D tpl 8200 8202 4760 4762
D tpl 8828 8832 5116 5120
D tpl 8834 8836 5122 5124
D tpl 9423 9427 5465 5469
D tpl 9429 9431 5471 5473
D tpl 10012 10016 5812 5816
D tpl 10018 10020 5818 5820
D tpl 10601 10605 6159 6163
D tpl 10607 10609 6165 6167
D tpl 11211 11215 6513 6517
D tpl 11217 11219 6519 6521
D tpl 11845 11849 6875 6879
D tpl 11851 11853 6881 6883
D tpl 12440 12444 7224 7228
D tpl 12446 12448 7230 7232
D tpl 13029 13033 7571 7575
D tpl 13035 13037 7577 7579
D tpl 13618 13622 7918 7922
D tpl 13624 13626 7924 7926
D tpl 14228 14232 8272 8276
D tpl 14234 14236 8278 8280
D tpl 14862 14866 8634 8638
D tpl 14868 14870 8640 8642
D tpl 15457 15461 8983 8987
D tpl 15463 15465 8989 8991
D tpl 16046 16050 9330 9334
D tpl 16052 16054 9336 9338
D tpl 16635 16639 9677 9681
D tpl 16641 16643 9683 9685
D tpl 17245 17249 10031 10035
D tpl 17251 17253 10037 10039
D tpl 17879 17883 10393 10397
D tpl 17885 17887 10399 10401
D tpl 18474 18478 10742 10746
D tpl 18480 18482 10748 10750
D tpl 19063 19067 11089 11093
D tpl 19069 19071 11095 11097
D tpl 19652 19656 11436 11440
D tpl 19658 19660 11442 11444
D tpl 20262 20266 11790 11794
D tpl 20268 20270 11796 11798
D tpl 20896 20900 12152 12156
D tpl 20902 20904 12158 12160
D tpl 21491 21495 12501 12505
D tpl 21497 21499 12507 12509
D tpl 22080 22084 12848 12852
D tpl 22086 22088 12854 12856
D tpl 22669 22673 13195 13199
D tpl 22675 22677 13201 13203
D tpl 23279 23283 13549 13553
D tpl 23285 23287 13555 13557
D tpl 23913 23917 13911 13915
D tpl 23919 23921 13917 13919
D tpl 24508 24512 14260 14264
D tpl 24514 24516 14266 14268
D tpl 25097 25101 14607 14611
D tpl 25103 25105 14613 14615
D tpl 25686 25690 14954 14958
D tpl 25692 25694 14960 14962
D tpl 26296 26300 15308 15312
D tpl 26302 26304 15314 15316
D tpl 26930 26934 15670 15674
D tpl 26936 26938 15676 15678
D tpl 27525 27529 16019 16023
D tpl 27531 27533 16025 16027
D tpl 28114 28118 16366 16370
D tpl 28120 28122 16372 16374
